m_cambodia_15_24_yrs, m_canada_45_54_yrs, m_iran_45_54_yrs, m_indonesia_25_44_yrs, m_fiji_55_64_yrs, m_iran_5_14_yrs, m_india_85_yrs_ov, m_cambodia_5_14_yrs, m_bosnia_herzegov_25_44_yrs, m_croatia_55_64_yrs, m_england_5_14_yrs, m_germany_5_14_yrs, m_indonesia_55_64_yrs, m_iran_55_64_yrs, m_india_25_44_yrs, m_afghanistan_65_74_yrs, m_egypt_tot, m_germany_15_24_yrs, m_indonesia_0_4_yrs, m_chile_15_24_yrs, m_iran_25_44_yrs, m_australia_0_4_yrs, m_bosnia_herzegov_5_14_yrs, m_hong_kong_85_yrs_ov, m_china_tot, m_bangladesh_55_64_yrs, m_germany_55_64_yrs, m_australia_85_yrs_ov, m_greece_75_84_yrs, m_egypt_5_14_yrs, lga_code_2016, m_england_85_yrs_ov, m_croatia_tot, m_canada_75_84_yrs, m_india_0_4_yrs, m_egypt_75_84_yrs, m_indonesia_45_54_yrs, m_fiji_15_24_yrs, m_croatia_45_54_yrs, m_bosnia_herzegov_75_84_yrs, m_iraq_85_yrs_ov, m_india_75_84_yrs, m_croatia_25_44_yrs, m_bangladesh_85_yrs_ov, m_iraq_65_74_yrs, m_india_65_74_yrs, m_england_0_4_yrs, m_chile_75_84_yrs, m_egypt_15_24_yrs, m_england_15_24_yrs, m_indonesia_75_84_yrs, m_india_15_24_yrs, m_egypt_25_44_yrs, m_hong_kong_5_14_yrs, m_greece_25_44_yrs, m_canada_tot, m_iraq_tot, m_germany_0_4_yrs, m_greece_15_24_yrs, m_china_45_54_yrs, m_canada_85_yrs_ov, m_croatia_5_14_yrs, m_bosnia_herzegov_65_74_yrs, m_greece_5_14_yrs, m_fiji_45_54_yrs, m_hong_kong_tot, m_france_5_14_yrs, m_croatia_85_yrs_ov, m_england_55_64_yrs, m_bangladesh_25_44_yrs, m_france_25_44_yrs, m_france_tot, m_iran_65_74_yrs, m_chile_55_64_yrs, m_fiji_0_4_yrs, m_hong_kong_65_74_yrs, m_afghanistan_tot, m_england_65_74_yrs, m_afghanistan_75_84_yrs, m_hong_kong_55_64_yrs, m_australia_55_64_yrs, m_australia_45_54_yrs, m_france_85_yrs_ov, m_chile_65_74_yrs, m_bosnia_herzegov_15_24_yrs, m_china_15_24_yrs, m_india_45_54_yrs, m_bosnia_herzegov_85_yrs_ov, m_afghanistan_0_4_yrs, m_indonesia_85_yrs_ov, m_china_75_84_yrs, m_australia_25_44_yrs, m_chile_tot, m_indonesia_65_74_yrs, m_greece_0_4_yrs, m_afghanistan_55_64_yrs, m_iraq_75_84_yrs, m_iran_tot, m_indonesia_tot, m_egypt_45_54_yrs, m_france_0_4_yrs, m_cambodia_85_yrs_ov, m_bosnia_herzegov_45_54_yrs, m_china_25_44_yrs, m_egypt_55_64_yrs, m_china_85_yrs_ov, m_canada_55_64_yrs, m_chile_0_4_yrs, m_bosnia_herzegov_tot, m_indonesia_15_24_yrs, m_indonesia_5_14_yrs, m_china_65_74_yrs, m_chile_85_yrs_ov, m_egypt_65_74_yrs, m_china_5_14_yrs, m_france_45_54_yrs, m_greece_85_yrs_ov, m_cambodia_25_44_yrs, m_hong_kong_45_54_yrs, m_afghanistan_5_14_yrs, m_iraq_45_54_yrs, m_bosnia_herzegov_0_4_yrs, m_india_5_14_yrs, m_iraq_15_24_yrs, m_australia_65_74_yrs, m_fiji_85_yrs_ov, m_iran_85_yrs_ov, m_afghanistan_15_24_yrs, m_croatia_0_4_yrs, m_germany_25_44_yrs, m_greece_tot, m_hong_kong_75_84_yrs, m_chile_45_54_yrs, m_cambodia_65_74_yrs, m_fiji_65_74_yrs, m_china_0_4_yrs, m_chile_5_14_yrs, m_germany_85_yrs_ov, m_canada_25_44_yrs, m_bangladesh_15_24_yrs, m_afghanistan_25_44_yrs, m_germany_45_54_yrs, m_germany_65_74_yrs, m_england_tot, m_fiji_tot, m_iran_0_4_yrs, m_france_15_24_yrs, m_hong_kong_15_24_yrs, m_iran_15_24_yrs, m_bangladesh_0_4_yrs, m_hong_kong_0_4_yrs, m_bangladesh_75_84_yrs, m_germany_75_84_yrs, m_greece_45_54_yrs, m_france_65_74_yrs, m_england_45_54_yrs, m_iraq_5_14_yrs, m_england_25_44_yrs, m_cambodia_55_64_yrs, m_australia_tot, m_iran_75_84_yrs, m_bosnia_herzegov_55_64_yrs, m_fiji_75_84_yrs, m_cambodia_0_4_yrs, m_bangladesh_65_74_yrs, m_afghanistan_85_yrs_ov, m_canada_65_74_yrs, m_australia_5_14_yrs, m_egypt_0_4_yrs, m_bangladesh_45_54_yrs, m_bangladesh_5_14_yrs, m_canada_5_14_yrs, lga_name_2016, m_croatia_75_84_yrs, m_france_55_64_yrs, m_croatia_65_74_yrs, m_canada_15_24_yrs, m_hong_kong_25_44_yrs, m_chile_25_44_yrs, m_china_55_64_yrs, m_cambodia_45_54_yrs, m_australia_75_84_yrs, m_egypt_85_yrs_ov, m_fiji_25_44_yrs, m_fiji_5_14_yrs, m_iraq_25_44_yrs, m_england_75_84_yrs, m_india_55_64_yrs, m_australia_15_24_yrs, m_iraq_0_4_yrs, m_germany_tot, m_canada_0_4_yrs, m_cambodia_tot, m_cambodia_75_84_yrs, m_greece_55_64_yrs, m_croatia_15_24_yrs, m_iraq_55_64_yrs, m_bangladesh_tot, m_afghanistan_45_54_yrs, m_india_tot, m_france_75_84_yrs, m_greece_65_74_yrs
0,4,0,4,3,0,0,0,0,3,7,0,0,0,35,0,3,7,0,0,0,927,0,0,33,0,18,131,0,0,"37340",14,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,7,0,0,0,29,0,0,0,0,0,0,0,0,3,17,3,0,78,0,19,41,0,0,0,0,0,131,0,0,1699,1663,0,0,0,3,4,0,0,0,0,3206,4,3,0,0,0,4,14,0,0,0,0,16,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1171,0,0,0,0,10,3,0,0,0,0,3,0,3,17,0,0,7,15,534,7,0,9,3,0,0,0,0,16,0,6,95,0,114,0,12452,0,0,0,0,0,0,3,1818,0,0,0,0,"Whitsunday (R)",0,3,0,0,10,4,0,0,437,0,4,0,0,60,0,1412,0,74,0,0,0,3,0,0,0,0,54,0,0
0,3,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,242,0,0,0,0,0,74,0,0,"41140",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3,0,0,0,0,0,61,0,0,570,531,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,206,0,0,0,0,0,0,0,0,3,0,0,34,0,11,0,3748,0,0,0,0,0,0,3,538,0,0,0,3,"Clare and Gilbert Valleys (DC)",0,0,0,0,0,0,0,0,219,0,0,0,0,26,0,374,0,10,0,0,0,0,0,0,0,0,18,0,0
0,9,0,3,5,0,3,0,0,6,49,3,0,0,65,0,24,3,0,0,4,2300,0,0,33,0,47,674,4,0,"33220",100,22,16,7,6,0,0,0,3,0,5,0,0,0,8,5,0,0,38,3,0,3,0,0,82,3,0,0,5,0,0,0,0,11,18,0,0,441,0,7,45,4,0,0,0,0,790,0,5,5514,4650,4,0,0,3,14,0,0,4,3,7644,7,11,0,0,0,12,22,3,0,0,0,7,3,0,17,0,3,0,0,3,0,3,4,3,0,3,3,0,0,0,12,0,5474,0,0,0,0,22,11,0,0,0,3,0,0,16,13,0,0,22,121,2329,50,0,0,6,0,0,0,0,92,3,15,279,0,165,0,38906,0,0,5,0,0,0,22,5630,0,0,0,0,"Fraser Coast (R)",13,9,3,3,3,0,0,0,2541,0,20,3,0,464,8,4477,0,332,0,9,0,0,0,0,0,0,120,7,3
0,7,3,13,3,4,0,0,0,4,18,0,0,0,158,0,23,3,0,0,18,2115,0,0,57,0,5,133,5,9,"33360",18,18,0,11,0,8,6,4,3,0,0,0,0,0,3,3,0,0,30,0,14,8,0,3,23,13,0,0,10,0,0,0,0,14,5,0,0,181,17,12,23,0,0,0,0,0,122,0,0,2950,3414,0,0,0,3,24,0,0,0,3,6484,10,4,0,0,0,25,28,3,0,0,0,23,0,0,6,0,0,5,6,3,0,0,7,9,0,27,0,0,6,0,29,0,1573,0,0,0,0,9,16,0,3,0,4,0,0,4,12,4,0,15,25,760,48,0,0,0,0,0,0,0,26,3,0,203,3,129,5,24545,0,0,0,0,0,0,0,4028,3,0,6,3,"Gladstone (R)",7,3,3,0,0,0,4,18,578,0,19,4,4,66,7,3274,0,89,0,58,0,0,0,0,26,0,250,0,3
7,131,54,104,58,18,15,5,127,61,796,18,43,56,1334,3,350,56,9,14,230,15077,0,0,2929,8,179,2239,81,10,"33430",501,419,33,43,57,41,31,58,22,3,52,50,0,6,97,85,6,14,1034,33,359,52,30,24,854,157,3,4,365,11,0,36,3,65,655,11,19,2247,93,152,431,28,18,5,53,67,2624,0,94,17647,20913,6,24,15,737,203,0,0,9,64,44670,163,32,0,0,10,459,359,34,3,0,97,1185,59,24,104,0,377,54,29,150,0,99,132,71,11,22,86,0,32,0,109,11,14130,7,4,15,0,200,289,14,24,4,39,47,0,75,341,12,44,165,402,14266,418,7,36,144,43,3,6,0,255,37,65,2830,8,2636,8,173936,12,82,9,0,0,0,70,28158,4,33,7,66,"Gold Coast (C)",111,57,99,90,217,73,223,15,6524,15,180,20,62,1517,110,24579,0,1357,12,66,0,52,7,17,152,10,2324,30,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,"32750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,12,0,0,0,0,"Diamantina (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,"32770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,215,0,0,0,0,"Doomadgee (S)",0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,3,0,0
0,7,0,0,0,0,0,0,0,0,8,0,0,0,11,0,4,4,0,0,0,278,0,0,12,0,7,33,0,0,"32810",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,61,0,18,25,0,0,0,0,0,59,0,0,629,592,0,0,0,0,0,0,0,0,3,926,7,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,413,0,0,0,0,16,3,0,0,0,0,0,0,0,4,0,0,16,7,292,3,0,3,0,0,0,0,0,8,0,0,55,0,55,0,3982,0,0,0,0,0,0,0,584,0,0,0,0,"Douglas (S)",0,3,0,3,4,3,0,0,142,0,0,0,0,29,0,394,0,58,0,0,0,0,0,0,0,0,15,0,3
0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,339,0,0,7,0,0,71,0,0,"33610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,15,0,0,627,587,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,52,3,0,0,0,0,0,0,0,3,0,0,8,0,4,0,4437,0,0,0,0,0,0,0,707,0,0,0,0,"Goondiwindi (R)",0,0,0,0,0,0,0,0,237,0,0,0,0,4,0,496,0,8,4,0,0,0,0,0,0,0,16,0,0
0,3,0,0,3,0,0,0,0,0,21,3,0,0,21,0,9,3,0,0,0,1275,0,0,13,0,16,278,3,0,"33620",27,16,4,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,21,4,3,0,0,0,29,4,0,0,0,0,0,0,0,0,5,0,0,185,3,4,17,0,0,0,0,0,264,0,0,2930,2571,0,0,0,0,4,0,0,0,0,3848,0,5,0,0,0,0,9,0,0,0,0,3,3,3,8,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,2559,0,0,0,0,5,5,0,0,0,3,0,0,3,4,0,0,12,32,836,19,0,0,0,0,0,0,0,25,0,4,141,0,50,0,19806,0,0,0,0,0,0,8,3029,0,0,0,0,"Gympie (R)",6,4,3,0,0,0,3,0,1038,0,4,3,3,128,0,2285,0,106,0,0,0,0,0,0,3,0,41,3,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,221,0,0,3,0,4,91,0,0,"33800",3,4,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,25,0,0,750,633,0,0,0,0,0,0,0,0,0,827,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,84,9,0,0,0,0,0,0,0,0,0,3,4,0,5,0,4579,0,0,0,0,0,0,0,597,0,0,0,0,"Hinchinbrook (S)",4,0,0,0,0,0,0,0,328,0,3,3,0,13,3,566,0,18,0,0,0,0,0,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,7,0,0,"33830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,93,0,0,0,0,"Hope Vale (S)",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,15,12,35,5,3,0,6,13,156,0,13,13,686,0,40,10,0,4,59,7652,0,0,260,3,58,592,7,17,"33960",56,43,0,17,0,12,41,9,3,0,8,9,0,0,29,6,7,8,135,15,74,3,3,3,96,30,3,0,38,0,0,0,0,84,63,0,6,601,31,12,45,4,19,5,0,67,507,0,7,6310,7837,0,13,3,55,91,0,0,3,5,18783,82,6,0,0,0,103,80,4,0,0,3,107,0,0,9,0,32,7,4,7,3,0,20,13,0,3,5,6,4,0,72,0,3929,0,0,21,0,52,19,4,19,0,21,4,0,9,35,3,27,52,113,3047,365,0,0,16,11,0,0,0,34,3,4,766,0,504,0,69998,3,15,14,0,0,0,3,12540,0,3,7,8,"Ipswich (C)",9,6,6,5,21,21,16,5,1714,0,144,20,18,303,24,10646,0,328,7,13,3,3,0,0,41,10,1000,3,3
0,0,0,11,0,0,0,0,0,0,5,0,0,0,40,0,3,0,0,0,0,911,0,0,11,0,3,26,0,0,"33980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,24,0,0,5,0,0,0,0,0,14,0,0,819,1106,0,0,0,0,0,0,0,0,0,2742,0,0,0,0,0,0,18,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,330,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,114,6,0,0,0,0,0,0,0,0,0,0,29,0,39,0,8374,0,0,0,0,0,0,0,1430,0,0,0,0,"Isaac (R)",0,0,0,0,4,0,3,0,97,0,3,0,0,3,0,908,0,13,0,0,0,0,0,0,0,0,50,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,"34420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,51,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,78,0,0,0,0,"Kowanyama (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,4,0,0,0,18,3,0,0,9,0,0,3,0,0,0,987,0,0,14,0,8,198,3,0,"34530",18,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,21,0,3,0,0,0,18,0,0,0,3,0,0,0,0,3,7,0,0,91,0,0,13,0,0,0,0,0,120,0,0,2090,2048,0,0,0,0,5,0,0,0,3,3399,3,3,0,0,0,7,5,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,1449,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,13,22,477,9,0,3,0,0,0,0,0,7,0,0,87,0,56,0,15098,0,0,0,0,0,0,8,2340,0,0,0,0,"Livingstone (S)",0,4,0,0,0,0,0,0,619,0,8,0,0,55,0,1967,0,65,0,0,0,0,0,0,0,0,30,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,"34570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,67,0,0,0,0,"Lockhart River (S)",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,12,3,0,0,0,0,0,8,0,3,0,81,0,4,3,0,0,3,1122,0,0,37,0,7,152,0,3,"34580",20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,23,19,0,0,0,3,0,0,0,0,24,0,0,112,32,6,22,0,0,0,0,22,139,0,0,1860,2041,0,0,0,24,10,0,0,0,0,3399,5,0,0,0,0,11,29,0,0,0,0,11,0,0,3,0,3,10,3,0,0,0,0,3,0,5,0,0,5,0,7,0,1451,0,0,7,0,9,7,0,0,0,0,0,0,3,4,3,13,12,23,524,12,0,7,11,0,0,0,0,9,3,0,116,0,37,0,15240,0,0,0,0,0,0,3,2488,0,0,0,0,"Lockyer Valley (R)",0,0,0,0,9,5,0,0,610,0,8,0,5,69,3,2122,0,68,0,9,0,0,0,0,37,0,110,0,0
23,34,19,57,124,76,7,23,118,59,147,0,19,8,944,7,107,27,0,0,102,10578,0,0,742,6,94,616,19,17,"34590",177,252,9,27,3,20,74,44,11,0,17,42,0,3,59,15,4,10,241,18,186,29,16,8,166,308,0,3,95,4,3,14,0,162,261,0,3,1243,53,15,90,7,8,6,18,901,1343,4,49,9021,10904,3,5,26,124,110,0,4,3,28,25351,63,30,0,23,3,296,182,7,0,3,60,284,13,26,24,0,294,22,7,46,0,19,36,31,3,109,34,50,42,0,90,46,6247,7,0,294,0,79,89,12,21,27,49,8,0,19,54,0,459,80,200,5728,807,8,8,35,75,4,3,0,88,15,18,1168,50,754,65,99239,0,60,22,5,0,0,14,18937,0,9,4,11,"Logan (C)",38,19,53,12,90,22,88,100,2165,0,345,31,133,637,83,15415,6,593,0,374,15,21,9,23,84,54,1522,5,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,"37550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,110,0,0,0,0,"Woorabinda (S)",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,14,0,0,"37400",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,84,62,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,56,0,0,0,0,"Winton (S)",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,"37570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,14,0,0,0,0,"Wujal Wujal (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,"37600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,133,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,308,0,0,0,0,"Yarrabah (S)",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,9,11,0,5,3,0,0,0,16,0,0,0,171,0,9,3,0,0,48,185,0,0,1288,0,8,83,8,0,"40070",10,7,0,8,0,0,0,4,0,0,0,0,0,0,5,0,0,0,27,0,59,11,0,3,37,14,0,3,26,0,0,3,0,3,250,0,4,92,14,16,37,3,0,0,3,15,88,0,3,620,647,0,0,0,794,10,0,0,0,4,1880,6,0,0,0,0,76,35,0,0,0,0,411,0,4,3,0,6,20,0,7,0,0,18,5,3,8,7,0,3,0,11,0,506,0,3,13,0,13,44,0,0,0,0,10,0,0,19,8,5,7,13,468,12,0,5,186,6,0,0,0,9,3,4,99,0,93,0,5250,3,3,0,0,0,0,0,222,0,3,0,0,"Adelaide (C)",0,0,0,13,51,6,12,0,176,0,9,0,7,36,4,926,0,52,0,7,0,9,0,0,25,0,263,0,20
0,11,4,3,0,0,0,0,0,6,53,0,0,4,11,0,7,4,0,0,5,917,0,0,40,0,28,158,3,0,"40120",40,10,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,61,0,0,0,0,0,43,3,0,0,9,0,0,0,0,0,18,0,0,353,0,5,16,0,0,0,4,0,318,0,0,2108,2286,0,0,0,7,0,0,0,0,0,3048,0,0,0,0,0,15,9,0,0,0,0,16,0,0,5,0,3,0,0,3,0,3,4,4,0,0,0,0,0,0,0,0,1387,0,0,0,0,15,23,3,0,0,0,0,0,13,18,0,0,27,61,1507,3,0,0,0,3,0,0,0,27,3,0,371,0,146,0,15057,0,0,0,0,0,0,4,2459,0,0,0,0,"Adelaide Hills (DC)",3,3,0,0,9,0,3,0,475,0,0,0,0,154,5,2208,0,183,0,0,0,5,0,0,0,0,27,0,7
0,0,0,0,0,0,0,0,0,0,31,0,0,0,10,0,0,0,0,0,3,543,0,0,8,0,15,205,0,0,"40220",63,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,23,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,237,0,0,7,0,0,0,0,0,331,0,0,1412,1222,0,0,0,0,4,0,0,0,0,1852,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1385,0,0,0,0,3,9,0,0,0,0,0,0,6,0,0,0,9,26,1185,3,0,0,0,0,0,0,0,15,0,0,182,0,68,0,9638,0,0,0,0,0,0,10,1340,0,0,0,0,"Alexandrina (DC)",0,0,0,0,0,0,0,0,660,0,0,0,0,243,3,1017,0,78,0,0,0,0,0,0,0,0,31,0,6
