m_png_55_64_yrs, m_south_africa_25_44_yrs, m_italy_25_44_yrs, m_mauritius_0_4_yrs, m_philippines_25_44_yrs, m_south_africa_85_yrs_ov, m_myanmar_85_yrs_ov, m_png_85_yrs_ov, m_japan_65_74_yrs, m_korea_south_55_64_yrs, m_south_africa_tot, m_poland_0_4_yrs, m_nthern_ireland_65_74_yrs, m_singapore_75_84_yrs, m_mauritius_25_44_yrs, m_korea_south_45_54_yrs, m_italy_tot, m_lebanon_0_4_yrs, m_myanmar_55_64_yrs, m_nepal_55_64_yrs, m_ireland_25_44_yrs, m_nepal_0_4_yrs, m_south_africa_75_84_yrs, m_ireland_85_yrs_ov, m_new_zealand_65_74_yrs, m_new_zealand_45_54_yrs, m_png_tot, lga_code_2016, m_pakistan_0_4_yrs, m_scotland_15_24_yrs, m_scotland_85_yrs_ov, m_singapore_0_4_yrs, m_singapore_85_yrs_ov, m_malaysia_25_44_yrs, m_korea_south_0_4_yrs, m_lebanon_65_74_yrs, m_malaysia_15_24_yrs, m_singapore_45_54_yrs, m_japan_25_44_yrs, m_malta_0_4_yrs, m_netherlands_15_24_yrs, m_malaysia_65_74_yrs, m_philippines_75_84_yrs, m_pakistan_tot, m_mauritius_75_84_yrs, m_malaysia_55_64_yrs, m_new_zealand_0_4_yrs, m_nthern_ireland_15_24_yrs, m_nthern_ireland_5_14_yrs, m_mauritius_65_74_yrs, m_lebanon_15_24_yrs, m_scotland_65_74_yrs, m_new_zealand_85_yrs_ov, m_singapore_tot, m_singapore_55_64_yrs, m_malaysia_5_14_yrs, m_netherlands_75_84_yrs, m_nepal_5_14_yrs, m_mauritius_55_64_yrs, m_myanmar_tot, m_scotland_tot, m_japan_tot, m_nepal_75_84_yrs, m_netherlands_65_74_yrs, m_png_15_24_yrs, m_pakistan_65_74_yrs, m_poland_85_yrs_ov, m_japan_5_14_yrs, m_netherlands_45_54_yrs, m_poland_65_74_yrs, m_south_africa_5_14_yrs, m_lebanon_25_44_yrs, m_philippines_85_yrs_ov, m_malta_55_64_yrs, m_japan_55_64_yrs, m_italy_0_4_yrs, m_nthern_ireland_45_54_yrs, m_poland_tot, m_new_zealand_15_24_yrs, m_philippines_0_4_yrs, m_philippines_65_74_yrs, m_new_zealand_75_84_yrs, m_myanmar_45_54_yrs, m_new_zealand_tot, m_south_africa_15_24_yrs, m_japan_45_54_yrs, m_pakistan_25_44_yrs, m_lebanon_85_yrs_ov, m_pakistan_75_84_yrs, m_ireland_45_54_yrs, m_korea_south_tot, m_mauritius_5_14_yrs, m_png_5_14_yrs, m_south_africa_0_4_yrs, m_nepal_25_44_yrs, m_mauritius_tot, m_myanmar_65_74_yrs, m_poland_15_24_yrs, m_ireland_5_14_yrs, m_scotland_25_44_yrs, m_png_75_84_yrs, m_italy_65_74_yrs, m_malta_25_44_yrs, m_malaysia_tot, m_lebanon_tot, m_philippines_55_64_yrs, m_netherlands_85_yrs_ov, m_mauritius_85_yrs_ov, m_philippines_15_24_yrs, m_korea_south_85_yrs_ov, m_poland_55_64_yrs, m_singapore_65_74_yrs, m_poland_5_14_yrs, m_netherlands_tot, m_pakistan_15_24_yrs, m_philippines_45_54_yrs, m_japan_15_24_yrs, m_malaysia_0_4_yrs, m_nepal_65_74_yrs, m_lebanon_55_64_yrs, m_new_zealand_55_64_yrs, m_korea_south_65_74_yrs, m_mauritius_45_54_yrs, m_png_65_74_yrs, m_scotland_45_54_yrs, m_korea_south_5_14_yrs, m_italy_85_yrs_ov, m_italy_45_54_yrs, m_nthern_ireland_25_44_yrs, m_png_0_4_yrs, m_lebanon_75_84_yrs, m_italy_5_14_yrs, m_lebanon_45_54_yrs, m_ireland_tot, m_italy_15_24_yrs, m_lebanon_5_14_yrs, m_nepal_15_24_yrs, m_malaysia_45_54_yrs, m_ireland_75_84_yrs, m_nepal_85_yrs_ov, m_mauritius_15_24_yrs, m_italy_55_64_yrs, m_korea_south_75_84_yrs, m_ireland_0_4_yrs, m_netherlands_25_44_yrs, m_myanmar_5_14_yrs, m_nthern_ireland_0_4_yrs, m_poland_75_84_yrs, m_nthern_ireland_85_yrs_ov, m_south_africa_65_74_yrs, m_japan_75_84_yrs, m_netherlands_5_14_yrs, m_nepal_45_54_yrs, m_malta_75_84_yrs, m_scotland_55_64_yrs, m_malta_15_24_yrs, m_netherlands_55_64_yrs, m_malaysia_75_84_yrs, m_scotland_5_14_yrs, m_pakistan_5_14_yrs, m_nepal_tot, m_italy_75_84_yrs, m_scotland_0_4_yrs, m_ireland_55_64_yrs, m_malta_5_14_yrs, m_korea_south_25_44_yrs, m_philippines_5_14_yrs, m_singapore_25_44_yrs, m_nthern_ireland_55_64_yrs, m_pakistan_85_yrs_ov, m_malta_45_54_yrs, m_ireland_15_24_yrs, m_japan_0_4_yrs, m_singapore_5_14_yrs, m_south_africa_45_54_yrs, lga_name_2016, m_malta_65_74_yrs, m_singapore_15_24_yrs, m_myanmar_0_4_yrs, m_south_africa_55_64_yrs, m_malaysia_85_yrs_ov, m_netherlands_0_4_yrs, m_korea_south_15_24_yrs, m_poland_45_54_yrs, m_new_zealand_5_14_yrs, m_pakistan_45_54_yrs, m_png_45_54_yrs, m_poland_25_44_yrs, m_myanmar_15_24_yrs, m_new_zealand_25_44_yrs, m_nthern_ireland_75_84_yrs, m_pakistan_55_64_yrs, m_philippines_tot, m_nthern_ireland_tot, m_scotland_75_84_yrs, m_malta_tot, m_japan_85_yrs_ov, m_ireland_65_74_yrs, m_png_25_44_yrs, m_myanmar_75_84_yrs, m_myanmar_25_44_yrs, m_malta_85_yrs_ov
10,12,0,0,9,0,0,0,0,0,78,0,6,0,0,0,21,0,0,0,8,0,3,0,115,161,33,"36510",0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,4,0,0,0,0,20,7,8,0,0,21,0,0,0,88,14,0,45,0,0,0,0,11,3,11,0,0,3,0,0,0,19,53,0,0,30,0,710,10,3,3,0,0,3,46,0,0,0,0,6,0,3,0,6,0,0,0,25,4,0,4,0,0,0,5,3,0,103,0,3,4,0,0,0,137,0,0,0,22,0,3,0,0,0,0,0,3,21,0,0,0,7,0,0,0,6,0,0,9,0,0,0,0,5,0,0,0,3,16,0,19,3,3,0,0,3,0,7,0,37,3,3,0,0,0,0,0,0,23,"Scenic Rim (R)",3,0,0,15,0,0,5,3,34,0,12,3,0,169,3,0,20,10,11,8,0,4,5,0,0,0
5,10,0,0,119,0,0,0,0,0,29,0,8,0,0,0,11,0,0,0,0,0,4,0,51,63,24,"36580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,16,0,0,0,0,8,0,0,0,40,4,0,18,0,0,0,3,6,0,3,0,0,3,0,0,0,7,21,7,0,15,0,309,0,0,0,0,0,4,27,0,0,0,0,3,0,0,0,3,0,3,0,11,0,5,0,0,16,0,3,0,0,53,0,7,0,0,0,0,70,0,0,3,3,0,3,0,0,0,0,0,0,15,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,0,16,0,3,0,0,0,0,3,0,18,29,0,0,0,0,0,0,0,5,"Somerset (R)",3,0,0,3,0,0,9,4,17,0,6,0,0,75,3,0,184,6,9,8,0,3,0,0,0,0
4,9,0,0,31,0,0,0,0,0,42,0,4,0,0,0,8,0,0,0,3,0,0,0,83,57,20,"36630",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,3,4,0,12,0,0,3,57,4,0,29,0,0,0,0,0,3,3,0,0,3,0,0,0,5,16,0,0,26,0,315,5,0,0,0,0,3,4,0,0,0,4,0,3,0,0,0,0,3,0,5,3,0,4,0,12,0,3,0,0,54,0,3,0,0,0,0,69,0,0,4,4,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,6,0,0,0,3,10,0,6,0,0,0,3,0,0,0,0,4,18,0,3,0,0,0,0,0,12,"South Burnett (R)",7,0,0,6,0,0,0,0,3,0,3,0,0,61,0,0,66,10,11,13,0,3,9,0,0,0
0,12,7,0,20,0,0,0,0,0,46,0,3,0,0,0,126,0,0,0,7,0,0,0,68,50,20,"36660",0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,12,4,6,0,3,18,0,0,0,45,3,0,30,3,0,3,0,0,3,9,0,0,0,0,0,0,7,17,0,0,14,0,293,0,0,4,0,0,4,45,0,3,0,3,0,0,0,0,8,0,55,0,15,3,0,4,0,11,0,3,0,0,73,0,6,0,0,0,0,59,0,0,0,3,0,16,3,0,0,0,0,0,19,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,3,0,0,0,3,3,0,18,3,3,0,8,37,0,3,0,33,4,4,3,0,0,0,0,0,13,"Southern Downs (R)",3,0,0,10,0,0,13,0,12,0,10,0,0,69,4,0,48,15,7,7,0,3,5,0,0,0
49,436,51,0,120,9,0,0,3,6,1387,0,51,3,7,3,313,0,4,3,96,0,63,18,852,1135,298,"36720",0,37,38,3,0,50,11,0,15,20,25,0,16,22,3,46,3,25,50,10,11,7,0,224,111,88,11,9,130,10,12,27,866,86,0,188,10,3,7,19,71,20,110,3,0,18,4,0,21,118,529,9,5,361,3,6329,191,9,28,0,0,59,179,3,22,13,77,44,0,3,42,117,12,66,0,154,24,8,47,3,44,0,17,6,5,615,0,32,17,0,0,6,1181,0,11,9,145,21,26,24,30,0,0,11,7,374,11,0,12,39,30,0,0,53,0,5,56,0,0,13,10,108,3,14,0,22,150,0,96,4,38,4,99,65,3,43,0,111,41,21,39,0,6,18,3,9,275,"Sunshine Coast (R)",39,7,0,183,3,0,27,10,387,4,85,38,0,1729,32,0,270,201,120,94,0,52,100,7,7,5
15,9,12,0,4,0,0,0,0,0,33,0,0,0,0,0,81,0,0,0,3,0,3,0,56,54,46,"36820",0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,18,4,0,0,0,15,0,0,0,46,9,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,3,16,0,245,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,19,0,8,0,0,9,0,3,0,0,0,0,55,0,3,3,0,0,0,73,0,0,0,6,0,10,3,0,0,0,0,0,13,4,0,0,0,5,0,0,6,0,0,4,0,0,0,0,5,0,0,0,0,11,0,9,0,0,0,0,26,0,3,0,0,0,0,7,0,0,0,3,0,7,"Tablelands (R)",3,0,0,6,0,0,0,0,4,0,13,0,0,32,0,0,13,10,10,5,0,8,10,0,0,0
16,130,11,0,183,0,0,0,0,0,436,0,8,3,3,4,82,0,0,0,35,0,17,3,125,222,173,"36910",5,3,11,3,0,53,4,3,13,17,6,0,4,0,0,122,0,18,3,0,0,0,0,57,20,85,8,8,42,9,3,16,185,31,0,58,37,0,0,13,20,0,41,0,0,3,0,0,5,23,106,8,0,43,3,1157,70,0,53,0,0,10,101,0,3,6,101,6,0,0,3,16,4,19,3,121,6,19,16,0,62,0,4,3,0,192,28,66,11,6,0,3,220,0,0,3,26,10,8,8,6,0,0,4,0,101,0,0,17,26,18,0,0,10,0,0,15,0,0,4,3,29,0,0,4,3,46,0,37,5,0,22,137,14,0,19,0,67,71,31,10,0,3,7,0,11,85,"Toowoomba (R)",8,7,0,55,0,0,13,0,76,10,57,10,4,338,4,0,408,38,32,19,0,10,48,0,6,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,"36950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Torres (S)",0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,"36960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Torres Strait Island (R)",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
50,161,29,0,197,4,0,0,0,6,502,0,20,3,12,15,252,0,0,0,73,0,9,7,207,396,399,"37010",0,17,7,0,0,58,3,0,14,16,9,0,7,7,9,46,0,29,19,4,0,4,0,74,8,73,15,3,25,8,0,52,319,28,0,66,82,0,4,9,19,9,40,0,0,9,3,0,8,41,207,10,5,74,8,2107,119,6,29,0,0,26,129,3,42,3,44,16,4,5,17,48,4,65,3,166,7,28,4,0,111,0,6,0,0,196,3,98,5,5,0,0,404,0,6,12,47,13,28,20,9,4,0,7,3,152,8,0,4,45,7,0,0,33,0,0,25,6,0,0,3,23,0,7,5,3,80,0,38,6,10,9,58,65,3,12,0,88,93,24,10,0,7,6,0,6,91,"Townsville (C)",16,4,0,54,0,0,9,3,137,4,79,15,4,643,5,3,554,62,38,34,0,17,134,0,27,0
279,2289,482,0,1836,28,5,18,36,189,5903,0,111,29,72,459,2477,4,51,20,1339,9,110,46,1347,3637,2080,"31000",34,138,99,41,0,1440,68,55,815,153,510,0,45,311,35,1400,4,454,231,19,18,29,14,407,86,1702,130,174,173,48,31,474,2889,1262,0,367,302,11,52,156,173,93,410,116,9,37,82,8,120,778,2689,41,119,418,67,20704,995,140,847,3,8,310,4845,6,125,38,1015,204,32,18,137,701,85,532,18,3870,343,353,69,4,631,5,159,72,14,1343,214,708,287,53,3,57,2712,69,29,116,586,327,267,179,210,12,24,35,73,2442,100,8,332,494,93,0,22,297,36,27,269,15,4,56,8,325,8,43,47,36,536,3,192,127,130,124,1472,578,18,203,3,2711,389,689,83,0,20,106,40,165,1071,"Brisbane (C)",52,423,0,660,17,6,977,95,1657,117,495,285,66,7930,44,51,4128,618,271,178,5,178,647,13,219,13
4,4,7,0,10,0,0,0,0,0,19,0,5,0,0,0,166,0,0,0,3,0,0,0,15,20,11,"31900",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,23,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,80,3,0,0,0,0,0,28,0,0,0,0,0,0,0,4,0,0,48,0,3,0,0,0,0,3,0,0,0,0,10,0,0,11,0,0,0,19,0,0,0,3,3,42,4,0,0,0,0,0,13,3,0,0,0,0,0,0,16,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,18,0,0,0,0,0,0,0,0,4,"Burdekin (S)",0,0,0,0,0,0,8,0,0,0,0,0,0,19,0,0,22,4,3,0,0,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulia (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bulloo (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,22,0,37,0,0,0,0,0,188,0,4,0,0,4,185,0,0,3,10,0,11,3,178,160,50,"31820",0,3,6,0,0,15,0,0,4,3,11,0,5,0,0,17,3,7,3,0,3,4,0,69,21,17,0,0,46,0,0,13,194,22,0,83,12,0,0,0,12,6,26,0,0,3,0,0,3,19,55,4,0,59,0,913,21,0,13,0,0,4,87,0,6,0,31,8,3,0,8,16,3,54,3,36,0,3,9,0,10,0,0,3,0,204,0,9,15,0,0,0,212,0,0,3,27,8,23,4,5,0,0,0,0,62,13,0,0,10,5,0,0,10,0,0,11,0,0,3,0,17,0,0,3,15,32,0,36,0,3,0,37,62,0,12,0,64,34,5,3,0,0,6,0,4,37,"Bundaberg (R)",21,0,0,27,0,0,15,0,42,0,8,0,0,186,8,0,101,31,34,43,0,21,14,0,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Burke (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,117,69,0,213,0,0,0,21,5,347,0,13,0,3,31,353,0,0,0,61,5,11,0,294,509,910,"32080",0,10,4,0,0,42,11,8,13,10,210,0,9,14,0,41,4,22,15,0,3,4,0,63,18,44,3,8,34,62,3,56,332,480,0,80,179,0,3,70,46,9,32,4,3,14,18,0,9,76,193,11,13,68,3,2384,50,92,23,0,0,32,416,3,156,3,32,30,0,0,18,72,8,84,0,144,14,43,3,3,72,0,19,3,0,278,3,76,50,8,0,3,478,3,7,31,80,22,34,42,15,14,0,8,0,192,17,0,64,30,7,0,0,29,0,0,50,3,0,4,0,23,3,8,3,3,71,3,53,4,8,3,160,68,3,28,0,287,61,9,11,0,7,7,8,3,74,"Cairns (R)",17,6,0,46,0,0,61,11,144,3,159,27,5,673,9,4,484,64,28,44,0,32,277,0,36,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"32250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carpentaria (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0
12,10,18,0,31,0,0,0,0,0,26,0,3,0,0,0,165,0,0,0,12,0,0,0,45,48,44,"32260",0,3,0,0,0,3,0,0,0,0,18,0,0,4,0,4,0,4,0,0,0,0,0,13,0,3,3,0,3,0,0,0,35,28,0,11,3,0,0,0,8,0,3,0,0,3,0,0,0,4,16,4,3,21,0,280,3,0,3,0,0,3,26,0,0,0,3,0,0,0,3,0,0,38,0,15,0,0,3,0,21,0,0,0,0,39,0,14,6,0,0,0,73,0,0,8,0,0,32,3,0,0,0,0,0,26,5,0,0,0,3,0,0,10,0,0,3,0,0,0,0,8,0,0,0,7,14,0,15,0,0,0,3,66,0,5,0,18,21,0,0,0,0,3,0,0,8,"Cassowary Coast (R)",4,0,0,0,0,0,7,0,13,0,13,0,0,66,3,0,85,3,3,19,0,3,10,0,0,4
0,38,3,0,55,0,0,0,0,0,109,0,0,0,0,0,6,0,0,0,10,0,0,0,46,94,26,"32270",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,24,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,4,61,3,0,9,0,535,20,0,0,0,0,3,27,0,3,0,8,0,0,0,3,3,0,3,0,3,0,0,0,0,21,0,0,0,0,14,0,25,0,0,0,0,88,0,0,0,4,0,0,0,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,8,0,0,0,0,18,27,0,0,0,0,0,0,0,32,"Central Highlands (R) (Qld)",0,0,0,13,0,0,8,0,39,0,8,3,0,190,0,0,139,3,0,0,0,3,12,0,0,0
0,3,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,18,"32310",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,73,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,"Charters Towers (R)",0,0,0,3,0,0,0,0,3,0,3,0,0,14,0,0,12,4,3,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Croydon (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"33100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Etheridge (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,"33200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flinders (S) (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"32330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cherbourg (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,"32450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloncurry (S)",0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,12,0,0,0,0,0,4,0,0,0
